"PHU","PHU_fr","accessible","active","additional_information","additional_information_fr","address","address_fr","after_hours","age_threshold","appointments","asl_interpretation","children_under_2","city","drive_through","email","first_nations","free_parking","french_language_services","friday","general_population","holiday_hours","location_id","latitude","location_name","location_name_fr","longitude","monday","operated_by","operated_by_fr","paid_parking","pharmacy","phone","phu_id","postal_code","province","public_transit","region","region_fr","saturday","sunday","symptomatic","temporarily_closed","thursday","tuesday","walk_ins","website","wednesday","weeks_pregnant"
"Toronto Public Health","Bureau de santé de Toronto",,"Yes","Call this location to make an appointment.","Appelez cet emplacement pour prendre rendez-vous.","123 Rexdale Blvd","123 boul Rexdale",,,"Yes",,,"Etobicoke",,,,,,"8:00 - 00:00",,,"186","43.7110841","123 Rexdale Blvd - Shoppers Drug Mart",,"-79.565436","8:00 - 00:00","Shoppers",,,"Yes","416-743-1645  ",,"M9W 1P1","ON",,"Toronto ","Toronto ","8:00 - 00:00","8:00 - 00:00",,,"8:00 - 00:00","8:00 - 00:00","No","https://stores.shoppersdrugmart.ca/en/store/857/","8:00 - 00:00",
"Toronto Public Health","Bureau de santé de Toronto",,"Yes","Call this location to make an appointment.","Appelez cet emplacement pour prendre rendez-vous.","900 Albion Road","900 Albion Road",,,"Yes",,,"Etobicoke",,,,,,"8:00 - 22:00",,,"187","43.7353212","900 Albion Road - Shoppers Drug Mart",,"-79.559993","8:00 - 22:00","Shoppers",,,"Yes","416-741-2430",,"M9V 1A5","ON",,"Toronto ","Toronto ","8:00 - 22:00","8:00 - 22:00",,,"8:00 - 22:00","8:00 - 22:00","No","https://stores.shoppersdrugmart.ca/en/store/954/","8:00 - 22:00",
"Peel Public Health","Bureau de santé de la région de Peel",,"Yes","Call this location to make an appointment.","Appelez cet emplacement pour prendre rendez-vous.","6975 Meadowvale Town Centre Circle","6975 Meadowvale Town Centre Circle",,,"Yes",,,"Mississauga",,,,,,"8:00 - 00:00",,,"188","43.5819795","6975 Meadowvale Town Centre Circle -Shoppers Drug Mart",,"-79.758122","8:00 - 00:00","Shoppers",,,"Yes","905-826-7112",,"L5N 2W7","ON",,"Central","Centre","8:00 - 00:00","8:00 - 00:00",,,"8:00 - 00:00","8:00 - 00:00","No","https://stores.shoppersdrugmart.ca/en/store/779/","8:00 - 00:00",
"Peel Public Health","Bureau de santé de la région de Peel",,"Yes","Call this location to make an appointment.","Appelez cet emplacement pour prendre rendez-vous.","5602 Tenth Line West #101","5602 Tenth Line O #101",,,"Yes",,,"Mississauga",,,,,,"8:00 - 22:00",,,"189","43.5591152","5602 Tenth Line West #101 - Shoppers Drug Mart",,"-79.744719","8:00 - 22:00","Shoppers",,,"Yes","905-858-4618",,"L5M 5S5","ON",,"Central","Centre","8:00 - 22:00","8:00 - 22:00",,,"8:00 - 22:00","8:00 - 22:00","No","https://stores.shoppersdrugmart.ca/en/store/1147/","8:00 - 22:00",
"Peel Public Health","Bureau de santé de la région de Peel",,"Yes","Call this location to make an appointment.","Appelez cet emplacement pour prendre rendez-vous.","5425 Creditview Road #1","5425 Creditview Road #1",,,"Yes",,,"Mississauga",,,,,,"9:00 - 22:00",,,"190","43.5871633","5425 Creditview Road #1 - Shoppers Drug Mart",,"-79.695706","9:00 - 22:00","Shoppers",,,"Yes","905-858-8711",,"L5V 2P3","ON",,"Central","Centre","9:00 - 22:00","9:00 - 22:00",,,"9:00 - 22:00","9:00 - 22:00","No","https://stores.shoppersdrugmart.ca/en/store/791/","9:00 - 22:00",
"Peel Public Health","Bureau de santé de la région de Peel",,"Yes","Call this location to make an appointment.","Appelez cet emplacement pour prendre rendez-vous.","7070 Mclaughlin Road","7070 Mclaughlin Road",,,"Yes",,,"Mississauga",,,,,,"8:00 - 22:00",,,"191","43.6367569","7070 Mclaughlin Road - Shoppers Drug Mart",,"-79.71948","8:00 - 22:00","Shoppers",,,"Yes","905-696-9791",,"L5W 1W7","ON",,"Central","Centre","8:00 - 22:00","8:00 - 22:00",,,"8:00 - 22:00","8:00 - 22:00","No","https://stores.shoppersdrugmart.ca/en/store/902/","8:00 - 22:00",
"Toronto Public Health","Bureau de santé de Toronto",,"Yes","Call this location to make an appointment.","Appelez cet emplacement pour prendre rendez-vous.","4841 Yonge Street","4841 rue Yonge",,,"Yes",,,"North York",,,,,,"8:00 - 22:00",,,"192","43.7625088","4841 Yonge Street - Shoppers Drug Mart",,"-79.410532","8:00 - 22:00","Shoppers",,,"Yes","416-222-1174",,"M2N 5X2 ","ON",,"Toronto ","Toronto ","8:00 - 22:00","10:00 - 22:00",,,"8:00 - 22:00","8:00 - 22:00","No","https://stores.shoppersdrugmart.ca/en/store/986/","8:00 - 22:00",
"Toronto Public Health","Bureau de santé de Toronto",,"Yes","Call this location to make an appointment.","Appelez cet emplacement pour prendre rendez-vous.","5095 Yonge Street","5095 rue Yonge",,,"Yes",,,"Toronto",,,,,,"7:00 - 22:00",,,"193","43.768663","5095 Yonge Street - Shoppers Drug Mart",,"-79.412087","7:00 - 22:00","Shoppers",,,"Yes","416-226-0313",,"M2N 6Z4","ON",,"Toronto","Toronto ","8:00 - 22:00","8:00 - 22:00",,,"7:00 - 22:00","7:00 - 22:00","No","https://stores.shoppersdrugmart.ca/en/store/1250/","7:00 - 22:00",
"Toronto Public Health","Bureau de santé de Toronto",,"Yes","Call this location to make an appointment.","Appelez cet emplacement pour prendre rendez-vous.","3874 Bathurst Street","3874 rue Bathurst",,,"Yes",,,"North York",,,,,,"8:00 - 20:00",,,"194","43.7411737","3874 Bathurst Street - Shoppers Drug Mart",,"-79.435313","8:00 - 20:00","Shoppers",,,"Yes","416-635-5601",,"M3H 3N3","ON",,"Toronto ","Toronto ","8:00 - 20:00","8:00 - 20:00",,,"8:00 - 20:00","8:00 - 20:00","No","https://stores.shoppersdrugmart.ca/en/store/838/","8:00 - 20:00",
"Toronto Public Health","Bureau de santé de Toronto",,"Yes","Call this location to make an appointment.","Appelez cet emplacement pour prendre rendez-vous."," 2550 Finch Avenue West","2550 av Finch O",,,"Yes",,,"North York",,,,,,"9:00 - 22:00",,,"195","43.7490689"," 2550 Finch Ave West - Shoppers Drug Mart",,"-79.560255","9:00 - 22:00","Shoppers",,,"Yes","416-749-5271",,"M9M 2G3","ON",,"Toronto ","Toronto ","9:00 - 22:00","9:00 - 22:00",,,"9:00 - 22:00","9:00 - 22:00","No","https://stores.shoppersdrugmart.ca/en/store/854/","9:00 - 22:00",
"Toronto Public Health","Bureau de santé de Toronto",,"Yes","Call this location to make an appointment.","Appelez cet emplacement pour prendre rendez-vous.","1937 Portobello Blvd","1937 boul Portobello",,,"Yes",,,"Orleans",,,,,,"8:00 - 00:00",,,"196","45.4680525","1937 Portobello Blvd - Shoppers Drug Mart",,"-75.465799","8:00 - 00:00","Shoppers",,,"Yes","613-590-1626",,"K4A 4W9","ON",,"East","Toronto ","8:00 - 00:00","8:00 - 00:00",,,"8:00 - 00:00","8:00 - 00:00","No","https://stores.shoppersdrugmart.ca/en/store/1254/","8:00 - 00:00",
"Toronto Public Health","Bureau de santé de Toronto",,"Yes","Call this location to make an appointment.","Appelez cet emplacement pour prendre rendez-vous.","2751 Eglinton Ave East","2751 av Eglinton E",,,"Yes",,,"Scarborough",,,,,,"8:00 - 22:00",,,"197","43.7363941","2751 Eglinton Ave East - Shoppers Drug Mart",,"-79.247494","8:00 - 22:00","Shoppers",,,"Yes","416-267-8211",,"M1J 2C7 ","ON",,"Toronto ","Toronto ","8:00 - 22:00","8:00 - 22:00",,,"8:00 - 22:00","8:00 - 22:00","No","https://stores.shoppersdrugmart.ca/en/store/859/","8:00 - 22:00",
"Toronto Public Health","Bureau de santé de Toronto",,"Yes","Call this location to make an appointment.","Appelez cet emplacement pour prendre rendez-vous.","629 Markham Road","629 Markham Road",,,"Yes",,,"Scarborough",,,,,,"9:00 - 22:00",,,"198","43.7609483","629 Markham Road - Shoppers Drug Mart",,"-79.224056","9:00 - 22:00","Shoppers",,,"Yes","416-439-2121",,"M1H 2A4  ","ON",,"Toronto ","Toronto ","9:00 - 22:00","9:00 - 22:00",,,"9:00 - 22:00","9:00 - 22:00","No","https://stores.shoppersdrugmart.ca/en/store/800/","9:00 - 22:00",
"Toronto Public Health","Bureau de santé de Toronto",,"Yes","Call this location to make an appointment.","Appelez cet emplacement pour prendre rendez-vous.","2301 Kingston Road","2301 Kingston Road",,,"Yes",,,"Scarborough",,,,,,"8:00 - 22:00",,,"199","43.7067404","2301 Kingston Road - Shoppers Drug Mart",,"-79.250137","8:00 - 22:00","Shoppers",,,"Yes","416-269-2171",,"M1N 1V1","ON",,"Toronto ","Toronto ","8:00 - 22:00","8:00 - 22:00",,,"8:00 - 22:00","8:00 - 22:00","No","https://stores.shoppersdrugmart.ca/en/store/1382/","8:00 - 22:00",
"Toronto Public Health","Bureau de santé de Toronto",,"Yes","Call this location to make an appointment.","Appelez cet emplacement pour prendre rendez-vous.","1780 Markham Road","1780 Markham Road A",,,"Yes",,,"Scarborough",,,,,,"9:00 - 22:00",,,"200","43.7948226","1780 Markham Road - Shoppers Drug Mart",,"-79.240533","9:00 - 22:00","Shoppers",,,"Yes","416-412-1780",,"M1B 2W2","ON",,"Toronto ","Toronto ","9:00 - 22:00","9:00 - 22:00",,,"9:00 - 22:00","9:00 - 22:00","No","https://stores.shoppersdrugmart.ca/en/store/1381/","9:00 - 22:00",
"Peel Public Health","Bureau de santé de la région de Peel",,"Yes","Call this location to make an appointment.","Appelez cet emplacement pour prendre rendez-vous.","579 Lakeshore Road East"," 579 Lakeshore Road E",,,"Yes",,,"Mississauga",,,,,,"8:00 - 22:00",,,"201","43.5687599","579 Lakeshore Road East - Shoppers Drug Mart",,"-79.569212","8:00 - 22:00","Shoppers",,,"Yes","905-278-5506",,"L5G 1H9","ON",,"Central","Centre","8:00 - 22:00","8:00 - 22:00",,,"8:00 - 22:00","8:00 - 22:00","No","https://stores.shoppersdrugmart.ca/en/store/1275/","8:00 - 22:00",
"Peel Public Health","Bureau de santé de la région de Peel",,"Yes","Call this location to make an appointment.","Appelez cet emplacement pour prendre rendez-vous.","3980 Grand Park Drive","3980 Grand Park Dr",,,"Yes",,,"Mississauga",,,,,,"8:00 - 22:00",,,"202","43.5809762","3980 Grand Park Drive - Shoppers Drug Mart",,"-79.64907","8:00 - 22:00","Shoppers",,,"Yes","905-566-9600",,"L5B 4M6 ","ON",,"Central","Centre","8:00 - 22:00","8:00 - 22:00",,,"8:00 - 22:00","8:00 - 22:00","No","https://stores.shoppersdrugmart.ca/en/store/908/","8:00 - 22:00",
"Peel Public Health","Bureau de santé de la région de Peel",,"Yes","Call this location to make an appointment.","Appelez cet emplacement pour prendre rendez-vous.","2470 Hurontario Street","2470 rue Hurontario",,,"Yes",,,"Mississauga",,,,,,"00:00-00:00",,,"203","43.5770629","2470 Hurontario Street - Shoppers Drug Mart",,"-79.612748","00:00-00:00","Shoppers",,,"Yes","905-896-2500",,"L5B 0H2","ON",,"Central","Centre","00:00-00:00","00:00-00:00",,,"00:00-00:00","00:00-00:00","No","https://stores.shoppersdrugmart.ca/en/store/776/","00:00-00:00",
"Peel Public Health","Bureau de santé de la région de Peel",,"Yes","Call this location to make an appointment.","Appelez cet emplacement pour prendre rendez-vous.","700 Burnhamthorpe Road E","700 Burnhamthorpe Road E",,,"Yes",,,"Mississauga",,,,,,"8:00 - 00:00",,,"204","43.607815","700 Burnhamthorpe Road East - Shoppers Drug Mart",,"-79.617662","8:00 - 00:00","Shoppers",,,"Yes","905-279-1812",,"L4Y 2X3","ON",,"Central","Centre","8:00 - 00:00","8:00 - 00:00",,,"8:00 - 00:00","8:00 - 00:00","No","https://stores.shoppersdrugmart.ca/en/store/774/","8:00 - 00:00",
"Ottawa Public Health","Bureau de santé publique d'Ottawa",,"Yes","Call this location to make an appointment.","Appelez cet emplacement pour prendre rendez-vous.","2148 Carling Avenue Unit #1","2148 av Carling, Unité #1",,,"Yes",,,"Ottawa",,,,,,"9:00 - 22:00",,,"205","45.3694167","2148 Carling Avenue. Unit #1 - Shoppers Drug Mart",,"-75.768771","9:00 - 22:00","Shoppers",,,"Yes","613-725-9990",,"K2A 1H1","ON",,"East","Est","9:00 - 22:00","9:00 - 22:00",,,"9:00 - 22:00","9:00 - 22:00","No","https://stores.shoppersdrugmart.ca/en/store/622/","9:00 - 22:00",
"Ottawa Public Health","Bureau de santé publique d'Ottawa",,"Yes","Call this location to make an appointment.","Appelez cet emplacement pour prendre rendez-vous.","1309 Carling Avenue","1309 av Carling",,,"Yes",,,"Ottawa",,,,,,"00:00-00:00",,,"206","45.3867692","1309 Carling Avenue - Shoppers Drug Mart",,"-75.735523","00:00-00:00","Shoppers",,,"Yes","613-722-4277",,"K1Z 7L3","ON",,"East","Est","00:00-00:00","00:00-00:00",,,"00:00-00:00","00:00-00:00","No","https://stores.shoppersdrugmart.ca/en/store/628/","00:00-00:00",
"Ottawa Public Health","Bureau de santé publique d'Ottawa",,"Yes","Call this location to make an appointment.","Appelez cet emplacement pour prendre rendez-vous.","1102 Klondike Road","1102 Klondike Road",,,"Yes",,,"Kanata",,,,,,"8:00 - 22:00",,,"207","45.3545129","1102 Klondike Road - Shoppers Drug Mart",,"-75.932693","8:00 - 22:00","Shoppers",,,"Yes","613-592-6010",,"K2K 1X7","ON",,"East","Est","8:00 - 22:00","8:00 - 22:00",,,"8:00 - 22:00","8:00 - 22:00","No","https://stores.shoppersdrugmart.ca/en/store/1324/","8:00 - 22:00",
"Simcoe Muskoka District Health Unit","Bureau de santé publique du district de Simcoe-Muskoka",,"Yes","Call this location to make an appointment.","Appelez cet emplacement pour prendre rendez-vous.","51 King William Street","51 rue King William",,,"Yes",,,"Huntsville",,,,,,"8:00 - 22:00",,,"208","45.3321536","51 King William Street - Shoppers Drug Mart",,"-79.207277","8:00 - 22:00","Shoppers",,,"Yes","705-789-4471",,"P1H 1G4","ON",,"Central","Centre","8:00 - 22:00","8:00 - 22:00",,,"8:00 - 22:00","8:00 - 22:00","No","https://stores.shoppersdrugmart.ca/en/store/647/","8:00 - 22:00",
"Peel Public Health","Bureau de santé de la région de Peel",,"Yes","Call this location to make an appointment.","Appelez cet emplacement pour prendre rendez-vous.","11965 Hurontario Street","11965 rue Hurontario",,,"Yes",,,"Brampton",,,,,,"8:00 - 22:00",,,"209","43.7338349","11965 Hurontario Street - Shoppers Drug Mart",,"-79.823181","8:00 - 22:00","Shoppers",,,"Yes","905-495-0311",,"L6Z 4P7","ON",,"Central","Centre","8:00 - 22:00","10:00 - 22:00",,,"8:00 - 22:00","8:00 - 22:00","No","https://stores.shoppersdrugmart.ca/en/store/1177/?utm_source=G&utm_medium=lpm&utm_campaign=LPM_SDM","8:00 - 22:00",
"Toronto Public Health","Bureau de santé de Toronto",,"Yes ","Call this location to make an appointment.","Appelez cet emplacement pour prendre rendez-vous.","17 St Johns Road","17 St Johns Road",,,"Yes",,,"Toronto",,,,,,"10:00 - 18:00",,,"210","43.6652578","Junction Chemist Pharmacy",,"-79.473926","9:00 - 19:00","Independent",,,"Yes","647-748-3784",,"M6P 1T7","ON",,"Toronto ","Toronto","10:00 - 17:00","11:00 - 15:00",,,"10:00 - 18:00","9:00 - 19:00","No","https://www.junctionchemist.com/","9:00 - 19:00",
"Peel Public Health","Bureau de santé de la région de Peel",,"Yes ","Call this location to make an appointment.","Appelez cet emplacement pour prendre rendez-vous.","#6-2980 Crosscurrent Drive","#6-2980 Crosscurrent Drive",,,"Yes",,,"Mississauga",,,,,,"10:00 - 19:00",,,"212","43.5946885","Extra Mile Pharmacy",,"-79.779096","10:00 - 19:00","Independent",,,"Yes","905-785-7888",,"L5N 7C7","ON",,"Central","Centre","10:00 - 15:00",,,,"10:00 - 19:00","10:00 - 19:00","No","https://extra-mile-pharmacy-medical-centre.business.site/","10:00 - 19:00",
"Peel Public Health","Bureau de santé de la région de Peel",,"Yes ","Call this location to make an appointment.","Appelez cet emplacement pour prendre rendez-vous.","250 Dundas Street West #106","250 rue Dundas O #106",,,"Yes",,,"Mississauga",,,,,,"9:00 - 18:00",,,"213","43.5748347","Whole Health Pharmacy (Cooksville)",,"-79.622093","9:00 - 20:00","Independent",,,"Yes","905-275-2273",,"L5B 1J2","ON",,"Central","Centre","9:00 - 16:00","10:00 - 14:00",,,"9:00 - 20:00","9:00 - 20:00","No","https://wholehealthcooksville.ca/","9:00 - 20:00",
"Toronto Public Health","Bureau de santé de Toronto",,"Yes ",," ","171 East Liberty Street, Unit 102","171 rue East Liberty, Unité 102",,"2y","Yes",,,"Toronto",,,,,,"8:30 - 19:00",," ","215","43.638221","Liberty Market Pharmacy",,"-79.417591","8:30 - 20:00","Independent",,,"Yes","416-984-4147",,"M6K 3P6","ON",,"Toronto ","Toronto","9:00 - 15:00",," ",,"8:30 - 20:00","8:30 - 20:00","No","http://www.libertymarketpharmacy.com/","8:30 - 20:00",
"Ottawa Public Health","Bureau de santé publique d'Ottawa",,"Yes ","Call this location to make an appointment.","Appelez cet emplacement pour prendre rendez-vous.","318 Richmond Road","318 Richmond Road",,,"Yes",,,"Ottawa",,,,,,"9:00 - 18:00",,,"216","45.3923594","Hybrid Pharm",,"-75.752901","9:00 - 18:00","Independent",,,"Yes","613-695-4923",,"K1Z 6X6","ON",,"East","Est","10:00 - 17:00",,,,"9:00 - 18:00","9:00 - 18:00","No","https://hybridpharm.com/","9:00 - 18:00",
"Ottawa Public Health","Bureau de santé publique d'Ottawa",,"No",," ","12 - 4100 Strandherd Drive","12 - 4100 Strandherd Dr",,"5y","Yes",,,"Nepean",,,,,,"8:30 - 18:00",," ","217","45.260328","Cedarview Pharmacy",,"-75.768205","8:30 - 20:00","Retail Banner Group",,,"Yes","613-823-1700",,"K2J 0V2","ON",,"East","Est","9:00 - 15:00","14:00 - 17:00"," ",,"8:30 - 20:00","8:30 - 20:00","No","http://myownpharmacy.ca/guardian/","8:30 - 20:00",
"Toronto Public Health","Bureau de santé de Toronto",,"Yes","Call this location to make an appointment.","Appelez cet emplacement pour prendre rendez-vous.","2600 Eglinton Ave West","2600 av Eglinton O",,,"Yes",,,"Toronto",,,,,,"9:00 - 18:00",,,"218","43.6908715","2600 Eglinton Ave West - Medicine Shoppe",,"-79.472981","9:00 - 18:00","Retail Banner Group",,,"Yes","416-651-6511",,"M6M 1T5","ON",,"Toronto ","Toronto","9:00 - 13:00",,,,"9:00 - 18:00","9:00 - 18:00","No","https://www.medicineshoppe.ca/en/ontario/toronto/the-medicine-shoppe-pharmacy-134-7014226?utm_source=Google&utm_medium=maps&utm_campaign=Local_Presence","9:00 - 18:00",
"Ottawa Public Health","Bureau de santé publique d'Ottawa",,"Yes","Call this location to make an appointment.","Appelez cet emplacement pour prendre rendez-vous.","5303 Canotek Road #19","5303 Canotek Road #19",,,"Yes",,,"Ottawa",,,,,,"9:00 - 17:00",,,"219","45.4529502","5303 Canotek Road #19 - Medicine Shoppe",,"-75.588505","9:00 - 17:00","Retail Banner Group",,,"Yes","613-745-5905",,"K1J 9M1","ON",,"East","Est",,,,,"9:00 - 17:00","9:00 - 17:00","No","https://www.medicineshoppe.ca/en/ontario/ottawa/the-medicine-shoppe-pharmacy-143-7009763","9:00 - 17:00",
"Toronto Public Health","Bureau de santé de Toronto",,"Yes","Call this location to make an appointment.","Appelez cet emplacement pour prendre rendez-vous.","2942 Finch Avenue East ","2942 av Finch E ",,,"Yes",,,"Scarborough",,,,,,"9:00 - 19:00",,,"220","43.7943595","Village Square Pharmacy",,"-79.329445","9:00 - 19:00","Retail Banner Group",,,"Yes","416-492-4167",,"M1W 2T4","ON",,"Toronto ","Toronto","9:00 - 15:00",,,,"9:00 - 19:00","9:00 - 19:00","No","https://www.guardian-ida-pharmacies.ca/en/ontario/scarborough/village-square-pharmacy-7005106","9:00 - 19:00",
